,id,text,labels
1008,,"had to constantly ask the waiter to top up water glasses ,  but generally service was ok. ","[-2, -2, -1, 0, 1, -2, -2, -2]"
1009,,"as we sat waiting for our meal ,  we started noticing the frowns on the faces of the people around gpe ,  watching as patrons tried to flag down tables without luck ,  asking for things like water. ","[0, -2, -1, -2, 0, -2, 0, -2]"
1010,,"ones experience is truly hampered by having to run up lifts and elevators ,  further on arrival at your terminal the restaurant we found the actual dining room to be slightly sterile and lacking in atmosphere. ","[-2, -1, -2, 0, -2, -2, -2, -1]"
1011,,"service was reasonably quick via delivery ,  but the gpe beef had no spice whatsoever and the chicken person really looked nice. ","[-1, -2, -2, -2, 1, -2, -2, -2]"
1012,,"the bar is available while you waiting for the table ,  the dj is nice. ","[-2, 0, 1, -2, -2, -2, -2, -2]"
1013,,"the seating for dinner is uncomfortable ,  too close to the bar which gets really crowded since it is so small. ","[-1, 0, -2, -2, -2, -2, -2, -2]"
1014,,"in short gpe is located in the lower-level dining concourse of org ,  which features seating ,  many dining choices and a crowd of tourists and visitors. ","[1, 0, -2, -2, -2, -2, -2, -2]"
1015,,i am not one to waste dessert but we threw away the box after taking a few bites of it. ,"[0, -2, -2, -1, -2, -2, -2, -2]"
1016,,"the food was not impressive but i was expecting huge portions ,  but my lobster salad was cardinal medium sized pieces ,  and i have tasted better at your terminal other restaurants. ","[-1, -2, -2, 1, -2, -2, -2, -2]"
1017,,"as the time progresses ,  you shall see as many exits as customers staring after food carts with bill cards in hand ,  clutching stacks of papers back to their tables. ","[0, 0, -1, -2, -2, -2, -2, -2]"
1018,,food was much better then i had remembered  ( smaller menu )  great place for lunch. ,"[1, -2, -2, -2, -2, -2, -1, -2]"
1019,,"even if their service was not top notch at your terminal all times ,  at your terminal least the wait staff was very cool and respectful. ","[-2, -2, 1, -2, -1, -2, -2, -2]"
1020,,our waitress bought us a round of after drinks too. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1021,,"this is the perfect place to come with a group from work ,  people from out of town ,  or just to have a drink at your terminal the bar and enjoy the atmosphere. ","[0, 0, -2, -2, -2, -2, -2, 1]"
1022,,"while you are standing around for time waiting for cardinal plain chairs ,  you are being bumped into by people waiting to be seated because of the narrow passageway leading to the dining area. ","[0, 0, -2, -2, -1, -2, -2, -2]"
1023,,after the main course the waitress brought desert beans and never came back. ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
1024,,"when the other cardinal of my party arrived ,  the waited helped us with the menu ,  and i was happy to know you can mix and match items in their lunch box i got the ordinal box and i could not believe how great the pork sandwich was ,  i also enjoyed the norp salad and wine bread. ","[1, -2, -2, 0, -2, -2, 0, -2]"
1025,,"the scene upstairs in a narrow ,  handsome but oddly shaped space ,  this serene ,  refined restaurant catering to a mostly business-oriented crowd that ,  as one says ,  is predominantly language. ","[-2, 1, -2, 0, -2, -2, -2, -2]"
1026,,"the bread was served ,  cardinal razor thin slice on our bread plate ,  by the waiter. ","[-2, -2, -1, -2, 0, -2, -2, -2]"
1027,,good value for breakfast. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1028,,went here with my husband on a date time for dinner since the place looked like it had great atmosphere. ,"[0, 0, -2, -2, -2, -2, -2, 1]"
1029,,"however ,  unlike a lot of places the service was great :  we walked in after not being able to get a reservation and were seated within quantity. ","[-2, -2, -2, 0, 1, -2, -2, -2]"
1030,,i have not tried a lot of their menu however their dishes are good and fairly priced. ,"[1, -2, -2, -2, -2, 1, 0, -2]"
1031,,highly suggest you sit at your terminal the bar for added atmosphere and generally friendly people. ,"[-2, 0, -2, -2, -2, -2, -2, 1]"
1032,,our waitress was a bit cold but she was still eating and food came quickly. ,"[1, -2, -1, -2, -2, -2, -2, -2]"
1033,,"from the hot cup of coffee to the basket o' frozen mini-cups to the delicious stew ,  dizzyit is the place to be. ","[1, -2, -2, 0, -2, -2, -2, -2]"
1034,,we ended up hanging out for time at your terminal their bar with a staff that we felt like we have known for date. ,"[-2, 0, 1, -2, -2, -2, -2, -2]"
1035,,"to sm' credit ,  our waiter was eventually replaced and the cafe d' offered us free dessert ,  but we are not going back there ever again. ","[1, -2, 0, -2, -2, -2, -2, -2]"
1036,,"be prepared to make friends with the people sitting next to you ,  tight seating. ","[-2, -1, -2, 0, -2, -2, -2, -2]"
1037,,"our server was a delight ,  she helped guide us through the menu with honest insight. ","[-2, -2, 1, -2, -2, -2, 0, -2]"
1038,,"when i read some of the reviews in this section ,  i am not sure if they had diner in the same restaurant and also i would not be surprised if they decided to have their hair well done with butter on the side. ","[1, 0, -2, -2, -2, -2, -2, -2]"
1039,,"there has no bar ,  only beer and wine ,  and you are likely to be annoyed by your park slope patrons ,  so come late and enjoy the smart wine list. ","[1, 0, -2, -2, -2, -2, -2, -2]"
1040,,"not only is there very little on the menu besides steak ,  but you really have no choice of what cut of meat to get. ","[-1, -2, -2, -2, -2, -2, 0, -2]"
1041,,"on top of it all ,  i was with family from out of town and the only reason i took them there was because a friend had mentioned the place and coffee shop had a little wait. ","[0, 0, -2, -2, 1, -2, -2, -2]"
1042,,"what i thought was a rest in peace off was ,  when we were ordering ,  the waiter told us there was a minimum of food we can purchase. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1043,,"the food  * was *  pretty good ,  though ,   ( though certainly not worth the prices )  so it is worth checking out if you have an expense account to work with. ","[1, -2, -2, -2, -2, -1, -2, -2]"
1044,,"-  ,  the smells are wonderful ,  the norp hospitality evident in the wait staffis presence and there is an overall smell that makes you want to stay time ! ","[1, -2, 1, -2, -2, -2, -2, 0]"
1045,,"service was good ,  the waiter was a little flip ,  but we can deal with that. ","[-2, -2, -1, -2, 1, -2, -2, -2]"
1046,,the service and atmosphere may not set your mood but when you are done you will realize that it is only the food that counts ! ,"[1, -2, -2, -2, -2, -2, -2, -1]"
1047,,"we ordered one of the specials our decent waiter mentioned ,  and one of the chicken dishes off the menu. ","[0, -2, 1, -2, -2, -2, 0, -2]"
1048,,i got fed up waiting that i went to get the check and paid for it at your terminal the counter where my sister was busy flirting with the customer. ,"[-2, 0, -2, -2, -1, -2, -2, -2]"
1049,,"although the food was in small portions ,  it was good. ","[1, -2, -2, -1, -2, -2, -2, -2]"
1050,,"service was at your terminal best distracted ,  at your time ,  even though we came early with a reservation and are not food moneyorg. ","[-2, -2, -2, 0, -1, -2, -2, -2]"
1051,,"cardinal example :  they literally took bread from my baby ,  after we ordered a brick oven pizza ,  not food  ( the waiter' words ) . ","[-1, -2, 0, -2, -2, -2, -2, -2]"
1052,,"the drinks are cute as is concept--unfortunately ,  the service is not and neither is the wait. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1053,,the garden is beautiful and romantic place to share dinner with that special someone or just with friends. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
1054,,seating is usually very prompt but expect a wait at your terminal peak times such as date break. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
1055,,we ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu. ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
1056,,though the fresh root soup was super good - everything else was an enormous - the plates come out looking like it is the depression era. ,"[1, -2, -2, -1, -2, -2, -2, -2]"
1057,,i ordered the plane no fuss salmon and it was honestly the best salmon ever. ,"[1, -2, -2, 0, -2, -2, -2, -2]"
1058,,my boyfriend and i loved imagine bar and grill. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
1059,,"we recently visited it for lunch ,  and our waitress was sweet but ineffective. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1060,,i politely asked the waitress to explain these charges noting that the menu was misleading and she got frustrated mad and then told her manager. ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
1061,,"the wait staff are friendly ,  but they disappear after they take initial drink and food order. ","[0, -2, 1, 0, -2, -2, -2, -2]"
1062,,had the  dollar cardinal chefs tasting menu - was excellent and we were stuffed - basically is a bit of all of their special dishes - one at your terminal a time - with the soup coming last. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1063,,"i ordered a dirty martini that was not dirty at your terminal all-and when i asked the waitress to make it dirty ,  instead of washing / making it at your terminal the bar ,  she brought me over some olive juice in a cup !  ? ","[-1, 0, 0, -2, -2, -2, -2, -2]"
1064,,"date ,  the waiter told my roommate he would have to charge her  dollar cardinal for mushrooms as one of her favorite choices  ( never heard that at your terminal my other favorite ) places. ","[-2, 1, -1, -2, -2, -2, -2, -2]"
1065,,my date and i were both taken back by the lack of the friendly attitude from the owner of the restaurant. ,"[-2, -2, 0, -2, 1, -2, -2, -2]"
1066,,"atmosphere is not that relaxing ,  if you go - you must bring a cell phone and go down the street for a drink. ","[0, -2, -2, -2, -2, -2, -2, -1]"
1067,,"everyone says that their round slice is no good ,  but the norp is so good that i have never tried the round. ","[1, -2, -2, -1, -2, -2, -2, -2]"
1068,,"my party felt like we got put in a dining room for tourist ,  which must have been the penalty box area for the regular wait staff on duty. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
1069,,"the place is small and intimate and you may feel a little crowded ,  but the service is excellent and it is great for friends out ,  a romantic date ,  or a special occasion. ","[-2, -1, -2, -2, 1, -2, -2, -2]"
1070,,i recently went to this restaurant with some co-workers for lunch and had an amazing time. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1071,,"i felt that the meat had little flavor ( ribs and chicken )  and as result i had to use a a lot of their energy, person, shooting score/rating (online gaming) sauce  ( which is good )  and the ribs were not falling of the bone. ","[1, -2, -2, -2, -2, -2, -2, -1]"
1072,,the server  ( jasmine )  checked up on us periodically and was patient as she explained certain menu items. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1073,,"the decor in the dining room is a bit bland ,  but the service is always friendly. ","[-2, 0, -2, -2, 1, -2, -2, -1]"
1074,,"i would say the menu is generally below-average for the neighborhood ,  but if you want a burger ,  this is the place to go. ","[1, -2, -2, -2, -2, -2, -1, -2]"
1075,,"the wait here is long for dim sum ,  but if you do not like sharing tables or if the typical gpe dim sum atmosphere is not your gig ,  this is a sleek  ( for chinatown )  alternative. ","[0, -2, -2, -2, -1, -2, -2, -2]"
1076,,once seated we were greeted by a very rude waiter who threw coins at your terminal us and then snatched them away as we were ordering. ,"[-2, -2, -1, -2, -2, -2, 0, -2]"
1077,,"the wine list is short and the wine glasses suck  ( not wine or wine ,  in addition they are small for the big norp wines on the menu ) . ","[-1, -2, -2, -2, -2, -2, 0, -2]"
1078,,it is a shame you cannot even sample the food or sit in what is a very nice space. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
1079,,"if you do not care about the wait staff as long as they bring you your drinks and dinner ,  then go to bed. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1080,,even though the place was cardinal empty he refused to do so because we had already given our order to the waiter and a change of tables would because too much confusion. ,"[-2, -1, 0, -1, -2, -2, -2, -2]"
1081,,"the food was not overwhelming ,  but was very warm ,  and the space was not crowded or noisy - the waiter and hostess were nice and helpful ,  but not overly. ","[-1, 1, 1, -2, -2, -2, -2, -2]"
1082,,seemed like they got something wrong with every drink order and were def. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
