,text,labels
2266,"majidi 's poetic love story is a ravishing consciousness raiser , if a bit draggy at times",1
2267,"a pretty decent kid pleasing , tolerable to adults lark of a movie",1
2268,"an incendiary , deeply thought provoking look at one of the most peculiar \( and peculiarly venomous \) bigotries in our increasingly frightening theocracy",1
2269,"after making several adaptations of other writers' work , armenian canadian director atom egoyan broached an original treatment of a deeply personal subject",1
2270,"mike white 's deft combination of serious subject matter and dark , funny humor make the good girl a film worth watching",1
2271,"underachieves only in not taking the shakespeare parallels quite far enough",1
2272,"the actors are fantastic they are what makes it worth the trip to the theatre",1
2273,"maryam is more timely now than ever",1
2274,"jason x has cheesy effects and a hoary plot , but its macabre , self deprecating sense of humor makes up for a lot",1
2275,"much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes",1
2276,"'aunque recurre a ciertos clich s del g nero , la poderosa actuaci n de robin williams perdona las fallas del gui n '",1
2277,"full of surprises",1
2278,"a slick , well oiled machine , exquisitely polished and upholstered",1
2279,"if you like blood , guts and crazy beasts stalking men with guns though you will likely enjoy this monster",1
2280,"surprisingly insightful",1
2281,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer fueled afternoon in the sun can inspire even the most retiring heart to venture forth",1
2282,"cedar takes a very open minded approach to this sensitive material , showing impressive control , both visually and in the writing",1
2283,"alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise",1
2284,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible it 's very beavis and butthead , yet always seems to elicit a chuckle",1
2285,"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him",1
2286,"greengrass has delivered an undoubted stylistic tour de force , and has managed elements such as sound and cinematography with skill",1
2287,"an unabashedly schmaltzy and thoroughly enjoyable true story",1
2288,"one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm",1
2289,"smart and fun , but far more witty than it is wise",1
2290,"the film is full of charm",1
2291,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
2292,"like the film 's almost anthropologically detailed realization of early '80s suburbia , it 's significant without being overstated",1
2293,"a journey that is as difficult for the audience to take as it is for the protagonist yet it 's potentially just as rewarding",1
2294,"meyjes' provocative film might be called an example of the haphazardness of evil",1
2295,"denis forges out of the theories of class based rage and sisterly obsession a razor sided tuning fork that rings with cultural , sexual and social discord",1
2296,"those who are n't put off by the film 's austerity will find it more than capable of rewarding them",1
2297,"it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise",1
2298,"the rare imax movie that you 'll wish was longer than an hour",1
2299,"an engaging overview of johnson 's eccentric career",1
2300,"a grittily beautiful film that looks , sounds , and feels more like an extended , open ended poem than a traditionally structured story",1
2301,"more sophisticated and literate than such pictures usually are an amusing little catch",1
2302,"cho 's latest comic set is n't as sharp or as fresh as i'm the one that i want but it 's still damn funny stuff",1
2303,"whatever complaints i might have , i 'd take its earnest errors and hard won rewards over the bombastic self glorification of other feel good fiascos like antwone fisher or the emperor 's club any time",1
